name	avgCONTROL	avgTRT	logFC	Pval	logPval	FDR
CYB561	17.2817	10.1528	-0.767367484959	5e-5	4.301029995663981	2.54479e-4
CYB561D1	4.37159	3.25255	-0.426586865737	5e-5	4.301029995663981	2.54479e-4
CYB5R1	22.8213	16.7667	-0.444782208632	5e-5	4.301029995663981	2.54479e-4
CYB5R4	19.6183	15.1015	-0.377508175474	2e-4	3.6989700043360187	9.03309e-4
CYBRD1	4.49446	5.98058	0.412137615232	5e-5	4.301029995663981	2.54479e-4
CYCS	86.6957	103.525	0.255946858272	0.00265	2.576754126063192	0.00870576
CYFIP1	18.857	26.8376	0.509155488878	5e-5	4.301029995663981	2.54479e-4
CYFIP2	3.03919	0.274707	-3.46772129184	5e-5	4.301029995663981	2.54479e-4
CYLD	1.81908	1.1111	-0.711220325201	5e-5	4.301029995663981	2.54479e-4
CYP26A1	0.581295	1.22517	1.07563954166	5e-5	4.301029995663981	2.54479e-4
CYP2F1	6.1785	2.45594	-1.33098131164	5e-5	4.301029995663981	2.54479e-4
CYP2R1	20.0664	8.2709	-1.27866558385	5e-5	4.301029995663981	2.54479e-4
CYP3A5	1.04305	1.8152	0.799320197087	4e-4	3.3979400086720375	0.00166802
CYP4V2	3.00324	1.31958	-1.18644095338	5e-5	4.301029995663981	2.54479e-4
CYP51A1	39.413	66.1381	0.746810033417	5e-5	4.301029995663981	2.54479e-4
CYR61	2.05968	1.41851	-0.538043890889	3e-4	3.5228787452803374	0.00129577
CYTH2	23.9786	17.9952	-0.414135292321	5e-5	4.301029995663981	2.54479e-4
DAAM1	3.23187	4.91173	0.603862089566	5e-5	4.301029995663981	2.54479e-4
DAB2	4.42227	6.56878	0.570838336926	5e-5	4.301029995663981	2.54479e-4
DACT3	1.81287	4.65217	1.35962834301	5e-5	4.301029995663981	2.54479e-4
DAP	112.119	88.0359	-0.348866919163	1e-4	4	4.78506e-4
DAXX	37.3605	47.0894	0.333888577401	1e-4	4	4.78506e-4
DAZAP1	188.946	127.598	-0.566368260816	5e-5	4.301029995663981	2.54479e-4
DCAF11	19.6638	12.2517	-0.682560201207	5e-5	4.301029995663981	2.54479e-4
DCAF13	50.0499	61.2667	0.291735959169	0.00285	2.54515513999149	0.00925623
DCBLD2	3.20538	5.02424	0.648409981666	5e-5	4.301029995663981	2.54479e-4
DCHS2	2.72296	1.95837	-0.475522426631	5e-5	4.301029995663981	2.54479e-4
DCP1B	3.44601	2.4485	-0.493028692089	1e-4	4	4.78506e-4
DCPS	22.8049	15.1374	-0.591226414674	5e-5	4.301029995663981	2.54479e-4
DCTN2	116.003	80.2338	-0.531880083636	5e-5	4.301029995663981	2.54479e-4
DCTN3	48.3092	30.7866	-0.64999541363	5e-5	4.301029995663981	2.54479e-4
DCTPP1	49.4469	62.3744	0.33507395656	6.5e-4	3.1870866433571443	0.00255283
DCXR	105.674	161.194	0.609177584425	5e-5	4.301029995663981	2.54479e-4
DDOST	195.908	114.225	-0.778297869427	5e-5	4.301029995663981	2.54479e-4
DDX10	11.3229	19.6344	0.794140006066	5e-5	4.301029995663981	2.54479e-4
DDX19A	22.9077	35.5931	0.635764975496	5e-5	4.301029995663981	2.54479e-4
DDX23	40.3642	51.3681	0.347796413933	5e-5	4.301029995663981	2.54479e-4
DDX26B	12.734	17.7864	0.482088866694	5e-5	4.301029995663981	2.54479e-4
DDX46	27.7776	38.8538	0.484133749706	5e-5	4.301029995663981	2.54479e-4
DDX47	21.7821	28.5284	0.389255786235	5e-5	4.301029995663981	2.54479e-4
DDX49	42.6259	29.4297	-0.53445745958	5e-5	4.301029995663981	2.54479e-4
DDX6	32.1476	25.6542	-0.325515998975	1e-4	4	4.78506e-4
DECR1	106.503	80.6621	-0.400931197941	5e-5	4.301029995663981	2.54479e-4
DECR2	13.5922	8.77686	-0.631002185919	5e-5	4.301029995663981	2.54479e-4
DENND4C	4.43192	5.57098	0.329999296956	5.5e-4	3.2596373105057563	0.0022
DENR	62.3667	50.8088	-0.295697532797	5e-4	3.3010299956639813	0.00202581
DERA	9.57902	4.64828	-1.04318109037	5e-5	4.301029995663981	2.54479e-4
DERL1	31.1798	24.8665	-0.32640821384	1e-4	4	4.78506e-4
DERL2	9.10602	5.56433	-0.710612644655	5e-5	4.301029995663981	2.54479e-4
DFNA5	2.50954	0.518324	-2.27549684004	5e-5	4.301029995663981	2.54479e-4
DFNB31	3.58791	4.67933	0.383158273548	4.5e-4	3.3467874862246565	0.00184587
DGCR6	7.7583	3.80102	-1.02935394715	5e-5	4.301029995663981	2.54479e-4
DGCR6L	98.911	64.7958	-0.610230671525	5e-5	4.301029995663981	2.54479e-4
DGKQ	7.61209	9.62747	0.338864103347	3e-4	3.5228787452803374	0.00129577
DHCR24	60.2216	101.297	0.7502385041	5e-5	4.301029995663981	2.54479e-4
DHCR7	39.6268	81.4498	1.03943468678	5e-5	4.301029995663981	2.54479e-4
DHH	0.859315	1.77927	1.0500264691	5e-5	4.301029995663981	2.54479e-4
DHRS1	12.1545	8.28	-0.553787873565	5e-5	4.301029995663981	2.54479e-4
DHRS11	44.1856	34.1541	-0.371517498727	5e-5	4.301029995663981	2.54479e-4
DHRS12	1.98397	1.08927	-0.865028607909	4.5e-4	3.3467874862246565	0.00184587
DHRS2	49.4432	62.4408	0.336716902899	1.5e-4	3.8239087409443187	6.94213e-4
DHRS3	20.153	30.2409	0.585506460201	5e-5	4.301029995663981	2.54479e-4
DHRS4L2	4.78028	6.34921	0.40948197076	6e-4	3.2218487496163566	0.00237728
DHRS7	15.794	11.1037	-0.508336100685	5e-5	4.301029995663981	2.54479e-4
DHTKD1	5.12831	7.19479	0.48846910478	5e-5	4.301029995663981	2.54479e-4
DHX15	86.6133	115.803	0.419012146672	5e-5	4.301029995663981	2.54479e-4
DHX30	46.234	59.265	0.358226162258	1e-4	4	4.78506e-4
DHX37	9.06901	13.7887	0.604469470235	5e-5	4.301029995663981	2.54479e-4
DHX40	15.4799	9.79928	-0.659648495192	5e-5	4.301029995663981	2.54479e-4
DIAPH1	98.8746	121.381	0.295870753207	5.5e-4	3.2596373105057563	0.0022
DICER1	4.25121	3.36769	-0.336114183889	4.5e-4	3.3467874862246565	0.00184587
DIRAS3	17.751	11.2877	-0.653148750739	5e-5	4.301029995663981	2.54479e-4
DIXDC1	1.48611	2.07208	0.479538798152	5e-5	4.301029995663981	2.54479e-4
DLD	119.64	92.155	-0.376565467016	5e-5	4.301029995663981	2.54479e-4
DLEU2L	2.85758	1.57445	-0.859945945928	2.5e-4	3.6020599913279625	0.00110334
DLG3	3.73998	2.77578	-0.430137326382	5e-5	4.301029995663981	2.54479e-4
DLGAP4	14.1134	18.325	0.376747614942	1.5e-4	3.8239087409443187	6.94213e-4
DLK1	54.7008	39.2972	-0.477135411219	5e-5	4.301029995663981	2.54479e-4
DLX1	24.7193	9.24346	-1.41913300406	5e-5	4.301029995663981	2.54479e-4
DLX2	6.95057	3.16166	-1.13644906388	5e-5	4.301029995663981	2.54479e-4
DLX4	0.687595	1.20172	0.805469829083	3.5e-4	3.4559319556497243	0.00148216
DMD	5.37846	3.83338	-0.488576130442	5e-5	4.301029995663981	2.54479e-4
DNAJA1	110.946	196.883	0.82748089195	5e-5	4.301029995663981	2.54479e-4
DNAJA2	31.5646	38.4246	0.283722772769	0.00145	2.838631997765025	0.00512418
DNAJA3	41.7674	34.7543	-0.265185851913	0.003	2.5228787452803374	0.00969825
DNAJB1	41.5312	50.8074	0.290843080548	0.0016	2.795880017344075	0.00556961
DNAJB11	87.4313	53.2428	-0.715563406807	5e-5	4.301029995663981	2.54479e-4
DNAJB12	23.8305	18.6162	-0.356250606484	1.5e-4	3.8239087409443187	6.94213e-4
DNAJB4	6.64126	10.7148	0.690076036117	5e-5	4.301029995663981	2.54479e-4
DNAJB9	15.1698	4.49836	-1.75373103656	5e-5	4.301029995663981	2.54479e-4
DNAJC10	30.6433	23.5215	-0.381591604689	5e-5	4.301029995663981	2.54479e-4
DNAJC12	61.4809	25.8207	-1.25161017167	5e-5	4.301029995663981	2.54479e-4
DNAJC13	2.82423	3.62779	0.361233361968	3e-4	3.5228787452803374	0.00129577
DNAJC19	60.4806	34.0542	-0.828639711102	5e-5	4.301029995663981	2.54479e-4
DNAJC2	54.6854	79.5877	0.541389773257	1e-4	4	4.78506e-4
DNAJC3	9.53832	5.98471	-0.672453843902	5e-5	4.301029995663981	2.54479e-4
DNAJC5	18.723	24.9332	0.413256436898	5e-5	4.301029995663981	2.54479e-4
DNAJC6	12.5544	15.1273	0.268961429777	0.00275	2.5606673061697376	0.00899193
DNAJC7	122.208	90.3631	-0.435533060341	6.5e-4	3.1870866433571443	0.00255283
DNAL4	5.6481	3.82718	-0.561483876389	5e-5	4.301029995663981	2.54479e-4
DNASE2	33.4428	18.2337	-0.875088298032	5e-5	4.301029995663981	2.54479e-4
DNM1L	21.4958	26.7138	0.3135304084	6.5e-4	3.1870866433571443	0.00255283
DNMBP	2.01467	2.59551	0.3654744994	6e-4	3.2218487496163566	0.00237728
DNMT1	54.1967	66.2672	0.290089952708	6.5e-4	3.1870866433571443	0.00255283
DNPH1	156.05	117.666	-0.407310848415	5e-5	4.301029995663981	2.54479e-4
DNTTIP1	31.9477	24.531	-0.381106025261	1e-4	4	4.78506e-4
DOCK8	21.4314	13.3717	-0.680543203799	5e-5	4.301029995663981	2.54479e-4
DOCK9	2.25655	3.07985	0.44874134235200003	5e-5	4.301029995663981	2.54479e-4
DOK3	16.5719	21.7628	0.393125165766	1.5e-4	3.8239087409443187	6.94213e-4
DOT1L	12.9497	17.16	0.406130876819	7.5e-4	3.1249387366083	0.00289398
DPF1	2.357	3.28266	0.477913572585	2e-4	3.6989700043360187	9.03309e-4
DPF2	33.4717	41.1739	0.298788281318	8e-4	3.0969100130080562	0.00305499
DPH5	29.6365	20.0505	-0.563736865194	5e-5	4.301029995663981	2.54479e-4
DPH6	10.5231	5.96681	-0.818528027499	5e-5	4.301029995663981	2.54479e-4
DPP3	15.6265	19.7863	0.340507174561	4.5e-4	3.3467874862246565	0.00184587
DPY19L1	10.6005	13.0477	0.299663201458	0.0013	2.886056647693163	0.00467434
DR1	28.1827	34.167	0.277793745465	0.0015	2.8239087409443187	0.00527859
DRAM2	33.7773	25.5299	-0.403866123673	3e-4	3.5228787452803374	0.00129577
DRD4	0.362862	1.00057	1.46332921542	0.0012	2.9208187539523753	0.00436604
DROSHA	17.9451	25.4849	0.506052729605	5e-5	4.301029995663981	2.54479e-4
DSC2	7.15285	5.54088	-0.368403064942	1.5e-4	3.8239087409443187	6.94213e-4
DSG2	40.0395	28.3657	-0.497276491557	5e-5	4.301029995663981	2.54479e-4
DSN1	23.8652	19.0056	-0.328483855521	3.5e-4	3.4559319556497243	0.00148216
DST	1.95158	1.31511	-0.569459127375	5e-5	4.301029995663981	2.54479e-4
DTD1	49.5669	26.3277	-0.912795540591	5e-5	4.301029995663981	2.54479e-4
DTWD2	4.84883	2.14388	-1.17741251805	5e-5	4.301029995663981	2.54479e-4
DUS1L	77.127	92.149	0.256732514187	0.00305	2.515700160653214	0.00984974
DUSP1	6.04099	10.2973	0.769409202124	5e-5	4.301029995663981	2.54479e-4
DUSP13	6.84093	9.3246	0.446849371317	5e-5	4.301029995663981	2.54479e-4
DUSP14	23.0862	31.2024	0.434626277029	5e-5	4.301029995663981	2.54479e-4
DUSP16	4.2626	5.25244	0.301254096751	0.0024	2.619788758288394	0.00796364
DUSP19	0.814208	1.12994	0.472776865471	2.5e-4	3.6020599913279625	0.00110334
DUSP5	2.16999	3.58288	0.723431330446	5e-5	4.301029995663981	2.54479e-4
DUSP7	7.18404	5.61158	-0.356388348725	6.5e-4	3.1870866433571443	0.00255283
DUSP8	0.932882	1.87828	1.00964563365	5e-5	4.301029995663981	2.54479e-4
DUT	79.3534	60.2303	-0.397802593705	5e-5	4.301029995663981	2.54479e-4
DVL2	15.0061	19.3617	0.367656552541	5e-5	4.301029995663981	2.54479e-4
DYM	18.0644	12.0706	-0.581651946456	5e-5	4.301029995663981	2.54479e-4
DYNC1H1	15.9172	20.4012	0.358067440884	5e-5	4.301029995663981	2.54479e-4
DYNC2LI1	23.0254	13.5701	-0.762794866984	5e-5	4.301029995663981	2.54479e-4
DYNLL2	55.5768	68.7146	0.306133895955	8e-4	3.0969100130080562	0.00305499
DYNLT3	7.51862	5.4116	-0.474412681691	5e-5	4.301029995663981	2.54479e-4
DYRK1B	5.50608	3.68422	-0.579666358285	5e-5	4.301029995663981	2.54479e-4
DYRK3	15.1811	19.1125	0.332240171501	8.5e-4	3.070581074285707	0.00322143
E2F2	13.9051	9.90878	-0.488834775685	5e-5	4.301029995663981	2.54479e-4
E2F8	15.0276	12.2842	-0.290810714148	0.0023	2.638272163982407	0.00767237
EAPP	26.2822	20.5018	-0.358335464331	3e-4	3.5228787452803374	0.00129577
EBP	95.1309	124.629	0.389653876866	5e-5	4.301029995663981	2.54479e-4
ECE1	17.9537	11.1663	-0.685129971444	5e-5	4.301029995663981	2.54479e-4
ECH1	60.8762	50.5078	-0.269372103315	0.0027	2.5686362358410126	0.00884918
ECHDC1	40.7767	29.8748	-0.448815969981	5e-5	4.301029995663981	2.54479e-4
ECI1	159.304	99.2095	-0.683232311844	5e-5	4.301029995663981	2.54479e-4
ECI2	88.8706	109.4	0.299834604618	8.5e-4	3.070581074285707	0.00322143
ECM1	21.4499	30.2128	0.49418897154	5e-5	4.301029995663981	2.54479e-4
EDC4	36.0064	46.5288	0.369870616902	5e-5	4.301029995663981	2.54479e-4
EDEM1	14.9739	9.9416	-0.590900062096	5e-5	4.301029995663981	2.54479e-4
EDF1	612.216	290.675	-1.07463375421	5e-5	4.301029995663981	2.54479e-4
EED	18.6586	22.8582	0.292871059702	0.002	2.6989700043360187	0.00679805
EEF1A1	6162.28	4111.94	-0.58364502327	5e-5	4.301029995663981	2.54479e-4
EEF1A2	13.5285	18.4148	0.444863842028	5e-5	4.301029995663981	2.54479e-4
EEF1B2	880.662	614.362	-0.519499431753	5e-5	4.301029995663981	2.54479e-4
EEF1D	286.339	217.13	-0.399165110713	5e-5	4.301029995663981	2.54479e-4
EEF1E1	192.034	122.116	-0.653109526689	3.5e-4	3.4559319556497243	0.00148216
EEF1G	1766.25	1290.26	-0.453027748465	5e-5	4.301029995663981	2.54479e-4
EEF2	1580.09	1164.77	-0.439961632047	5e-5	4.301029995663981	2.54479e-4
EEF2K	8.36472	6.50378	-0.363038791468	1.5e-4	3.8239087409443187	6.94213e-4
EFCAB11	6.8148	5.15598	-0.402424650087	4.5e-4	3.3467874862246565	0.00184587
EFHC1	3.27616	2.61492	-0.325239006743	0.00175	2.7569619513137056	0.0060382
EFHD1	7.07986	3.53218	-1.00316196752	5e-5	4.301029995663981	2.54479e-4
EGLN3	2.64156	5.98432	1.17979714321	5e-5	4.301029995663981	2.54479e-4
EGR1	30.4244	53.7271	0.820421156728	5e-5	4.301029995663981	2.54479e-4
EID1	103.938	126.292	0.281040050422	0.00125	2.9030899869919438	0.00452305
EIF1	866.614	512.233	-0.758589343452	5e-5	4.301029995663981	2.54479e-4
EIF2A	57.2566	42.2284	-0.439228417428	5e-5	4.301029995663981	2.54479e-4
EIF2AK3	6.85351	3.87591	-0.822307977061	5e-5	4.301029995663981	2.54479e-4
EIF2B2	17.6141	22.8019	0.372423282374	4e-4	3.3979400086720375	0.00166802
EIF2B3	49.6699	67.3207	0.438678335663	5e-5	4.301029995663981	2.54479e-4
EIF2D	66.7711	54.053	-0.304849116345	5.5e-4	3.2596373105057563	0.0022
EIF2S2	163.241	129.712	-0.331691500263	2.5e-4	3.6020599913279625	0.00110334
EIF2S3	218.636	169.338	-0.36862521571	5e-5	4.301029995663981	2.54479e-4
EIF3D	213.38	143.793	-0.5694315139	5e-5	4.301029995663981	2.54479e-4
EIF3E	531.13	356.515	-0.575102242128	5e-5	4.301029995663981	2.54479e-4
EIF3F	201.403	136.278	-0.563532493302	5e-5	4.301029995663981	2.54479e-4
EIF3H	440.632	324.116	-0.443064030512	5e-5	4.301029995663981	2.54479e-4
EIF3J	125.814	96.8898	-0.376875767457	1.5e-4	3.8239087409443187	6.94213e-4
EIF3L	243.713	166.617	-0.548647601558	5e-5	4.301029995663981	2.54479e-4
EIF3M	273.333	213.093	-0.359176447546	5e-5	4.301029995663981	2.54479e-4
EIF4A2	88.2988	128.884	0.545607438266	5e-5	4.301029995663981	2.54479e-4
EIF4B	263.119	177.484	-0.568026457239	5e-5	4.301029995663981	2.54479e-4
EIF4E3	1.64054	1.02354	-0.680603286321	5e-5	4.301029995663981	2.54479e-4
EIF4EBP1	258.596	119.246	-1.11675908637	5e-5	4.301029995663981	2.54479e-4
EIF5A2	2.79668	3.56179	0.348887270826	7.5e-4	3.1249387366083	0.00289398
ELAC2	21.0751	29.5962	0.489872476436	5e-5	4.301029995663981	2.54479e-4
ELAVL1	22.4562	27.5702	0.295995915009	7e-4	3.154901959985743	0.00272449
ELOVL1	44.7246	57.0683	0.351621007991	2e-4	3.6989700043360187	9.03309e-4
ELP4	14.4147	11.2223	-0.361172426386	1.5e-4	3.8239087409443187	6.94213e-4
ELP6	44.9799	54.631100000000004	0.280442018369	0.0026	2.5850266520291822	0.00856615
EMC2	25.8153	19.3691	-0.414469444205	5e-5	4.301029995663981	2.54479e-4
EMC3-AS1	8.3736	12.692	0.599999517889	5e-5	4.301029995663981	2.54479e-4
EMC8	27.0948	35.2476	0.379509030198	5e-5	4.301029995663981	2.54479e-4
EME2	2.16909	4.13852	0.93202501483	5e-5	4.301029995663981	2.54479e-4
EMID1	9.40065	4.59562	-1.032501004	5e-5	4.301029995663981	2.54479e-4
EML4	15.6167	20.3244	0.380123136336	1e-4	4	4.78506e-4
EMP2	1.2888	2.06336	0.678967154934	5e-5	4.301029995663981	2.54479e-4
EN1	0.711948	1.36348	0.937449761366	5e-5	4.301029995663981	2.54479e-4
ENGASE	6.53874	5.15171	-0.343961274959	5.5e-4	3.2596373105057563	0.0022
ENKD1	10.261	7.95506	-0.367226620596	5.5e-4	3.2596373105057563	0.0022
ENO2	4.9496	9.27227	0.905610637849	5e-5	4.301029995663981	2.54479e-4
ENO3	4.10422	6.53315	0.670670697824	5e-5	4.301029995663981	2.54479e-4
ENPP3	7.35499	13.4822	0.874260646913	5e-5	4.301029995663981	2.54479e-4
ENTPD1	1.58322	2.1829	0.463384298656	0.0016	2.795880017344075	0.00556961
ENTPD3-AS1	2.04241	0.839645	-1.28242111284	5e-5	4.301029995663981	2.54479e-4
ENTPD5	5.23799	3.91843	-0.418737580886	2.5e-4	3.6020599913279625	0.00110334
ENTPD6	19.9575	14.0465	-0.50672031563	5e-5	4.301029995663981	2.54479e-4
ENY2	39.2543	48.7208	0.311687124062	3.5e-4	3.4559319556497243	0.00148216
EOGT	5.47842	3.87227	-0.500580323433	5e-5	4.301029995663981	2.54479e-4
EPB41	103.729	80.4217	-0.367162553432	1e-4	4	4.78506e-4
EPB41L2	29.9201	16.9234	-0.822095554466	5e-5	4.301029995663981	2.54479e-4
EPB41L4A-AS1	27.8811	13.4179	-1.05512858451	5e-5	4.301029995663981	2.54479e-4
EPB42	0.905922	1.31753	0.540377067726	0.0017	2.769551078621726	0.00588184
EPCAM	63.0077	42.4148	-0.570960388081	5e-5	4.301029995663981	2.54479e-4
EPHB6	14.9325	25.1817	0.753919959958	5e-5	4.301029995663981	2.54479e-4
EPHX2	24.0961	11.8449	-1.02453364364	5e-5	4.301029995663981	2.54479e-4
EPPK1	1.9861	1.41445	-0.489697085103	5e-5	4.301029995663981	2.54479e-4
EPRS	174.596	95.7102	-0.867275918656	5e-5	4.301029995663981	2.54479e-4
EPT1	9.99524	14.378	0.524549895158	5e-5	4.301029995663981	2.54479e-4
ERBB2	2.89716	3.78933	0.387303422972	5e-4	3.3010299956639813	0.00202581
ERBB3	1.50403	0.921627	-0.70657845616	5e-5	4.301029995663981	2.54479e-4
ERCC6	1.4889	2.50285	0.749324970014	5e-5	4.301029995663981	2.54479e-4
ERCC6L	6.66181	9.22514	0.469656597751	6e-4	3.2218487496163566	0.00237728
ERCC6L2	3.25835	4.165	0.354174914397	9e-4	3.0457574905606752	0.00337628
ERGIC3	133.651	106.527	-0.327251494348	1e-4	4	4.78506e-4
ERH	289.932	229.277	-0.338622935725	1e-4	4	4.78506e-4
ERI1	12.7325	15.6897	0.301302049816	0.0012	2.9208187539523753	0.00436604
ERICH2	34.1557	12.5309	-1.44663632336	5e-5	4.301029995663981	2.54479e-4
ERLEC1	30.3855	21.0472	-0.529754713839	5e-5	4.301029995663981	2.54479e-4
ERLIN2	17.4008	12.6483	-0.460210143431	5e-5	4.301029995663981	2.54479e-4
ERMARD	18.2148	6.86704	-1.40735088191	5e-5	4.301029995663981	2.54479e-4
ERN1	5.06361	2.15763	-1.23071880619	5e-5	4.301029995663981	2.54479e-4
ERO1A	14.7403	11.7943	-0.321676090838	5.5e-4	3.2596373105057563	0.0022
ERO1B	3.48387	2.2564	-0.626667948973	5e-5	4.301029995663981	2.54479e-4
ERP29	178.97	100.765	-0.828723158689	5e-5	4.301029995663981	2.54479e-4
ERRFI1	0.793784	1.39116	0.809469968675	5e-5	4.301029995663981	2.54479e-4
ERV3-1	18.3833	9.59099	-0.938644123412	5e-5	4.301029995663981	2.54479e-4
ERVK13-1	2.23777	3.0242	0.434491790294	5e-5	4.301029995663981	2.54479e-4
ESCO1	13.5022	10.9336	-0.304425992603	0.0012	2.9208187539523753	0.00436604
ESD	154.148	117.759	-0.388478845948	5e-5	4.301029995663981	2.54479e-4
ESF1	9.05027	13.1866	0.543039893255	5e-5	4.301029995663981	2.54479e-4
ESPN	0.737765	1.03911	0.494115132289	0.0028	2.5528419686577806	0.00913164
ESRRB	3.92904	7.4598	0.924960096433	5e-5	4.301029995663981	2.54479e-4
ESYT1	166.49	103.19	-0.690132358387	5e-5	4.301029995663981	2.54479e-4
ETFDH	14.7015	7.42391	-0.985712235427	5e-5	4.301029995663981	2.54479e-4
ETHE1	11.4702	6.5588	-0.806386758922	5e-5	4.301029995663981	2.54479e-4
ETV1	6.63828	4.81452	-0.463417512167	5e-5	4.301029995663981	2.54479e-4
ETV3	4.58513	5.81312	0.342350051929	0.00185	2.7328282715969863	0.00633277
ETV5	13.3564	10.7877	-0.308143898576	0.001	3	0.0037115
EVADR	178.304	117.673	-0.599555735338	5e-5	4.301029995663981	2.54479e-4
EVI5L	2.53705	1.31184	-0.951560181405	5e-5	4.301029995663981	2.54479e-4
EXOC2	10.8479	13.4036	0.305204753995	0.00135	2.869666231504994	0.00482786
EXOC3-AS1	4.80847	6.38265	0.408577620113	8e-4	3.0969100130080562	0.00305499
EXOC3L2	9.44935	16.3339	0.789582302282	5e-5	4.301029995663981	2.54479e-4
EXOC4	24.6876	16.4786	-0.583192913723	5e-5	4.301029995663981	2.54479e-4
EXOSC1	51.2021	34.0607	-0.588094897118	5e-5	4.301029995663981	2.54479e-4
EXOSC3	39.2856	47.9599	0.287828056098	0.00115	2.939302159646388	0.00420361
EXOSC4	34.8964	46.4069	0.411261116026	5e-5	4.301029995663981	2.54479e-4
EXOSC5	41.2106	29.9382	-0.461027984873	5e-5	4.301029995663981	2.54479e-4
EXOSC7	48.4089	63.2363	0.385480644997	5e-5	4.301029995663981	2.54479e-4
EXOSC8	72.7491	52.5018	-0.470562514376	5e-5	4.301029995663981	2.54479e-4
EYA3	14.9111	24.2102	0.699228307513	5e-5	4.301029995663981	2.54479e-4
EZH2	106.876	80.1311	-0.415503732292	5e-5	4.301029995663981	2.54479e-4
F2R	6.72456	8.4747	0.333722425856	9e-4	3.0457574905606752	0.00337628
FAAP100	15.8017	20.8321	0.398728502245	5e-5	4.301029995663981	2.54479e-4
FABP5	20.1061	34.908	0.795924434468	5e-5	4.301029995663981	2.54479e-4
FAH	31.3824	40.8937	0.381922913579	5e-5	4.301029995663981	2.54479e-4
FAHD2CP	5.48225	3.55258	-0.625900981371	1e-4	4	4.78506e-4
FAM101B	4.5507	6.73652	0.565915024728	5e-5	4.301029995663981	2.54479e-4
FAM107B	2.95297	0.619629	-2.25269012771	5e-5	4.301029995663981	2.54479e-4
FAM110A	5.84769	8.60167	0.556749951253	5e-5	4.301029995663981	2.54479e-4
FAM111A	10.5852	7.2411	-0.547767748554	5e-5	4.301029995663981	2.54479e-4
FAM114A2	12.3379	9.21016	-0.421798733913	5e-5	4.301029995663981	2.54479e-4
FAM120C	2.2356	4.50633	1.01129088635	5e-5	4.301029995663981	2.54479e-4
FAM126A	7.8652	11.4576	0.542749520619	5e-5	4.301029995663981	2.54479e-4
FAM127B	74.2694	47.8609	-0.633920396979	5e-5	4.301029995663981	2.54479e-4
FAM129A	45.5412	14.5124	-1.64988618065	5e-5	4.301029995663981	2.54479e-4
FAM129B	12.7572	16.0804	0.333991578493	2.5e-4	3.6020599913279625	0.00110334
FAM131A	3.37116	7.22954	1.10065875325	5e-5	4.301029995663981	2.54479e-4
FAM132B	4.83781	2.63187	-0.878265880491	5e-5	4.301029995663981	2.54479e-4
FAM136A	62.8621	51.7843	-0.27967570135000003	0.0014	2.853871964321762	0.00497972
FAM13B	10.9148	13.8302	0.34153632461	1e-4	4	4.78506e-4
FAM160B1	2.46441	1.82508	-0.43328259086299997	5e-5	4.301029995663981	2.54479e-4
FAM168A	2.63343	3.28798	0.320258412188	0.0015	2.8239087409443187	0.00527859
FAM171A1	5.95093	4.73836	-0.32872733523	0.00165	2.7825160557860937	0.00572304
FAM172A	1.70593	0.850719	-1.00380386849	5e-5	4.301029995663981	2.54479e-4
FAM173A	32.5583	46.1155	0.502226367476	5e-5	4.301029995663981	2.54479e-4
FAM173B	9.54388	6.82721	-0.483279774609	5e-5	4.301029995663981	2.54479e-4
FAM174A	1.68695	0.939299	-0.844760835419	3e-4	3.5228787452803374	0.00129577
FAM175A	31.706	22.2892	-0.50841104326	5e-5	4.301029995663981	2.54479e-4
FAM188B	4.31112	6.41164	0.572630703014	5e-5	4.301029995663981	2.54479e-4
FAM189B	10.4511	14.8304	0.504902713198	5e-5	4.301029995663981	2.54479e-4
FAM192A	47.5563	38.1376	-0.318422416463	2.5e-4	3.6020599913279625	0.00110334
FAM195A	43.4451	55.3094	0.348331221308	2e-4	3.6989700043360187	9.03309e-4
FAM206A	33.9681	22.5977	-0.588004581346	5e-5	4.301029995663981	2.54479e-4
FAM213A	0.569112	1.08095	0.925515287057	9e-4	3.0457574905606752	0.00337628
FAM213B	4.14675	8.26558	0.995134985312	5e-5	4.301029995663981	2.54479e-4
FAM214B	7.43795	5.61986	-0.404370858803	1e-4	4	4.78506e-4
FAM215A	1.75566	0.456951	-1.94190210563	0.0012	2.9208187539523753	0.00436604
FAM222A	0.370838	1.39683	1.91329545896	5e-5	4.301029995663981	2.54479e-4
FAM32A	65.7074	48.5709	-0.435963637538	5e-5	4.301029995663981	2.54479e-4
FAM35A	14.9328	18.6664	0.321959010554	4e-4	3.3979400086720375	0.00166802
FAM3C	41.2374	32.4985	-0.343580243604	5e-5	4.301029995663981	2.54479e-4
FAM41C	1.76843	2.83802	0.682415642567	5e-5	4.301029995663981	2.54479e-4
FAM53B	6.11554	4.71003	-0.376743644885	2e-4	3.6989700043360187	9.03309e-4
FAM53C	23.7465	30.1031	0.342197172458	0.00145	2.838631997765025	0.00512418
FAM63A	5.17256	3.18626	-0.699014478854	5e-5	4.301029995663981	2.54479e-4
FAM64A	6.98894	8.85906	0.342079966985	0.0016	2.795880017344075	0.00556961
FAM65C	10.6755	13.8927	0.380023367746	5e-5	4.301029995663981	2.54479e-4
FAM73A	1.54899	1.02648	-0.593622312218	5e-5	4.301029995663981	2.54479e-4
FAM76A	3.78209	2.91674	-0.374826905353	3e-4	3.5228787452803374	0.00129577
